name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi,Laundry,Water Park,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,Beach nearby,wonderful Fitness Center,Beachfront,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,Private Beach Area,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Highland Apartment 11197,90068,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Broadway Apartment 10086,90291,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Catamaran Apartment 10125,90292,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
St. Paul Apartment 11144,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
Bentley Apartment 10593,90025,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(11.2 miles from center)
California Apartment 10427,90403,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
St. Paul Apartment 11070,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
St. Paul Apartment 11142,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
Large Townhouse walk to the Pier,90403,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,(14.9 miles from center)
Highland Gardens Hotel,90028,775,7.0,6.4,6.6,6.5,7.3,6.3,7.7,8.6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
California Apartment 10426,90403,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
Ogden Apartment 10603,90046,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(6.8 miles from center)
St. Paul Apartment 11036,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
St. Paul Apartment 11146,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
St. Paul Apartment 11126,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
Ramada by Wyndham Los Angeles/Downtown West,90006,"1,153",6.9,7.3,7.1,6.8,7.3,6.5,7.4,6.7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(2 miles from center)
St. Paul Apartment 11132,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
St. Paul Apartment 11115,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
Flower Apartment 10090,90291,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
St. Paul Apartment 11114,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
St. Paul Apartment 11141,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
Hollywood Downtowner Inn,90028,"1,566",7.1,6.7,6.7,6.5,7.9,6.8,6.9,7.8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,(5 miles from center)
O Hotel,90017,934,7.5,7.8,7.3,7.2,8,6.7,7.5,8.3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,(1.1 miles from center)
Westwood Apartment R305,90024,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
"Hollywood Hills Home, Pool, Views, Lake",90068,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.8 miles from center)
Wilshire Apartment 111,90024,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
19th Apartment 10420,90404,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Pacific Avenue,90291,0,0,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(13.7 miles from center)
Hotel Hwood Near the Sunset Strip,90028,743,7.5,7.6,7.3,6.8,7.6,7.2,7.8,8.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Penthouse Los Angeles Convention Resort Suite Pool,90015,24,7.7,8.1,8.2,8.2,7,7,8.8,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(1.5 miles from center)
Luxury Private 2 bedroom Condo,90036,13,7.4,7.3,7.7,6.5,7.5,7.1,8.5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Hollywood Inn Express North,90027,"1,243",7.2,7.3,7.1,6.8,7.2,7.1,6.9,7.5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(4.3 miles from center)
Spacious Studio Apartment Next to The Beach,90292,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
The Grove Hollywood Suite,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Hollywood and Sunset Furnished Apartments,90028,64,8.4,8.1,8.5,8.5,8,8.1,9.5,9.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Step to the beach,90292,6,6.2,6.7,5.4,6.3,6.3,4.6,7.9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Dunes Inn - Wilshire,90010,449,7.3,7.6,7.1,6.9,7.2,7,7.2,7.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(4.3 miles from center)
Beautiful 2bd apt. by the Grove!!!,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Chic Hollywood home - central to everything,90038,5,8.1,9,9,6.5,6.5,8.5,9,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(4.3 miles from center)
Corporate Suites in Downtown LA near Staples Center,90015,126,7.2,7.2,7.5,7.3,6.7,6.8,8.9,7.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Hollywood Blvd Walk of Fame Apartment,90028,9,7.5,7.5,7.5,7.8,6.1,7,8.9,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Ocean Suites - Coral,90405,36,8.5,8.4,8.3,8.2,8.7,8.1,9.5,9.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
Studio City Courtyard Hotel,91604,"1,021",7.2,7.1,7,6.7,7.8,6.8,7.9,7.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Hotel Solaire Los Angeles,90017,"1,592",7.0,7.1,7,6.8,8,6.7,7.9,6.3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.7 miles from center)
Private Hollywood 4Br Villa at Melrose,90036,7,7.8,7.2,7.9,7.5,8.2,7.9,7.9,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(5.6 miles from center)
Hollywood Inn Express South,90026,"2,061",6.2,6.5,6.3,5.9,6.5,6,6.2,6.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.9 miles from center)
Sunburst Spa & Suites Motel,90230,320,7.2,7.3,7.2,6.8,7.5,6.7,7.5,7.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(9.9 miles from center)
Popular Hollywood Blvd Premier Suite,90028,6,6.7,7.1,6.7,6.3,6.7,6.7,7.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
DTLA Central Residences,90017,0,0,,,,,,,,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
West Hollywood 2Bed 2Bath Luxury Apt Pool Free Parking,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Wheelchair Friendly All Access LA,90043,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(6.8 miles from center)
Westwood Apartment 3G84,90024,0,0,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Downtown LA Gorgeous Resort Style Suite,90017,29,7.3,6.8,7.3,6.9,7.4,7.1,10,8.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Fully furnished apartment in la close to Beverly Hills,90035,87,7.2,7,7.1,7.1,7.1,7.2,7.2,7.9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(7.5 miles from center)
Luxury Downtown Vacation Home with Parking,90017,6,9.7,10,10,10,9.6,9.6,9.2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Westwood Two Bedroom #2,90024,21,9.3,9.4,9.2,9.2,9.7,8.6,9,9.5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Downtown LA Select Suite,90017,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Sunset Penthouse,90069,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(8.1 miles from center)
Ocean Park Hotel,90405,"1,965",7.4,7.8,6.8,6.7,8.5,7,7.8,7.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(11.8 miles from center)
DTLA Royal Suite,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.5 miles from center)
Downtown LA Exclusive Suite,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Modern 3 bedrooms 2 bathrooms Mid City,90006,5,7.9,8.5,8.5,8.5,8,7,7,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Downtown Oasis,90017,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Your DTLA Home-Convention Center-Staples-L.A. Live,90015,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Downtown LA City View Suite,90017,13,7.8,7.9,7.7,7.9,7.5,7.7,10,7.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Luxury Home Rentals,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Gateway Hotel Santa Monica,90404,"1,178",8.2,8.7,8.3,7.9,8.7,7.6,8.7,8,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Luxury Studio with Private Parking,90046,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.8 miles from center)
Los Angeles Room,90069,0,0,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Hollywood Walk of Fame Furnished Apartments,90028,52,7.0,6.6,7,6.6,6.6,6.5,9.3,8.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Luxury Studio Next to LA Live,90015,7,6.1,6.8,6.8,6.4,4.7,4.3,10,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Avalon Hotel Beverly Hills,90212,233,7.7,8,7.7,7.4,8.2,6.7,8.6,8.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(8.7 miles from center)
Arrezo,90401,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
Hollywood Luxury Living,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Loews Santa Monica Beach Hotel,90401,950,8.6,9,8.9,8.7,8.5,7.1,8.2,9.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,(14.3 miles from center)
Ginosi Metropolitan Apartel,90028,96,8.1,8,8.2,8,8.2,7.6,8.5,8.4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5 miles from center)
Holiday Inn Los Angeles - LAX Airport,90045,"1,352",7.0,7.2,7.2,6.7,7.4,6.3,7.1,7.4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.9 miles from center)
Chateau Marmont,90046,355,8.7,9,8.9,8.7,8.8,7.5,8.8,9.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,(7.5 miles from center)
Walk of Fame Apartment in Hollywood,90028,44,7.6,7.3,7.1,7.6,6.9,7.5,8.3,9.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Fabulous Walk of Fame Apartment in Hollywood,90028,46,7.7,7.5,7.5,7.4,7.5,7.1,9.4,9.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Walk of Fame Suite in Hollywood,90028,8,6.3,6,6.6,5.6,5.6,5.6,8.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Jamaica Bay Inn,90292,191,8.5,9,8.7,8.4,8.6,7.2,9.2,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Studio in Quite Area SM,90404,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Ocean Suites - Ship,90405,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
The Mayfair Hotel,90017,"1,621",6.9,7.2,7,6.3,7.5,6.5,8,6.7,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.4 miles from center)
Hollywood Bed & Breakfast,90046,115,9.2,9.6,9.2,9.1,9.6,8.6,9.2,9.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(7.5 miles from center)
Shutters On The Beach,90405,464,8.8,9.3,9.1,8.8,8.9,7.2,9.4,289,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,(14.3 miles from center)
Noon on Sunset Hill,90026,37,8.4,8.8,8.9,8.6,7.6,8.2,9.5,8.4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.7 miles from center)
Ocean Suites - Sail,90405,20,9.4,9.8,9,9.4,9.4,8.8,8.8,9.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,(14.3 miles from center)
Fully Furnished Apt in LA Downtown,90010,52,7.9,8,8.4,7.8,7.3,7.5,8.8,8.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(2.9 miles from center)
Hollywood 6 Beds Superstar Pool,90028,30,7.8,7.3,7.7,7.9,7.8,7.3,9.4,8.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Miyako Hotel Los Angeles,90012,783,8.3,8.7,8.6,8.1,8.8,7.5,8.5,8.4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"(1,300 feet from center)"
5 Bed & Bath New built modern home,90046,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(7.5 miles from center)
Best Western Airport Plaza Inn,90302,849,7.5,7.8,7.5,7.2,8.1,7.2,8.4,7.2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(8.7 miles from center)
Hollywood Celebrity Hotel,90028,"1,715",8.7,8.8,8.3,8.2,9.3,8,8.3,9.5,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Ysidro Modern Tower Groove with Sunny Garden,90210,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(10.6 miles from center)
Hollywood Orchid Suites,90028,687,9.0,9,8.9,8.7,9.4,8.6,7.9,9.6,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Ocean Suites - Sand,90405,17,8.5,8.2,8.1,8.2,8.7,8,7.5,9.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
Villa Brasil Motel,90066,34,9.2,9.3,9.1,9,9.5,9,8.5,9.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,(10.6 miles from center)
Central location near Grove,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Venice Beach Suites & Hotel,90291,347,8.2,8.2,7.8,7.7,9.2,7.1,9.1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,(13.7 miles from center)
Hollywood Loft,90028,17,8.0,8.4,8.4,8,7.5,7.1,10,8.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
The KODO,90005,0,0,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.5 miles from center)
Ocean Suites - Ocean,90405,11,8.3,8.4,7.7,8.9,8.9,7.1,9.1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,(14.3 miles from center)
Downtown LA Superb 5 Beds 2 BR Pool,90017,10,7.9,8.5,8.3,8,7.5,7.5,5,7.5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Hollywood Hills Suite,90046,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.8 miles from center)
Hollywood Bellucci Apartment,90028,57,8.0,8.1,8.1,8,7.9,7.8,10,8.4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5 miles from center)
Ocean Park,90405,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Chateau Monroe #4,90028,0,0,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5 miles from center)
